"category","is_female","age_group","total","n","prop"
"Hypertension","0","[60,65)",20773,168738,0.123108013606894
"Memory and cognitive problems","1","[70,75)",4338,142086,0.0305308052869389
"Urinary system disease","0","[65,70)",19715,164562,0.119802870650575
"Urinary system disease","0","[60,65)",15368,168738,0.0910761061527338
"Skin ulcer","0","[60,65)",1626,168738,0.00963624079934573
"Osteoporosis","1","[80,120]",16884,233184,0.0724063400576369
"Arthritis","0","[50,55)",10380,194439,0.0533843519047105
"Arthritis","0","[80,120]",20515,151396,0.135505561573622
"Skin ulcer","0","[65,70)",2064,164562,0.0125423852408211
"Arthritis","0","[60,65)",15769,168738,0.0934525714421174
"Peripheral vascular disease","1","[80,120]",3679,233184,0.0157772402909291
"Fragility fracture","0","[80,120]",4226,151396,0.0279135512166768
"Urinary system disease","0","[80,120]",28816,151396,0.190335279663928
"Ischaemic heart disease","1","[55,60)",2113,184234,0.0114691099362767
"Peripheral vascular disease","1","[75,80)",1630,120407,0.0135374189208269
"Arthritis","1","[75,80)",18175,120407,0.150946373549711
"Ischaemic heart disease","0","[40,45)",758,172657,0.00439020717376069
"Ischaemic heart disease","0","[50,55)",3862,194439,0.0198622704292863
"Memory and cognitive problems","1","[60,65)",1514,172121,0.0087961376008738
"Arthritis","1","[55,60)",13376,184234,0.0726033196912622
"Peripheral vascular disease","1","[60,65)",844,172121,0.00490352716983982
"Arthritis","0","[40,45)",4966,172657,0.0287622280011815
"Memory and cognitive problems","0","[80,120]",20198,151396,0.133411714972654
"Peripheral vascular disease","0","[55,60)",987,179077,0.00551159557062046
"Diabetes","1","[60,65)",14564,172121,0.0846148930113118
"Fragility fracture","1","[70,75)",4176,142086,0.0293906507326549
"Diabetes","0","[80,120]",28844,151396,0.190520225105023
"Heart failure","0","[80,120]",8559,151396,0.056533858226109
"Peripheral vascular disease","1","[65,70)",1141,168324,0.00677859366459922
"Memory and cognitive problems","1","[75,80)",7664,120407,0.0636507844228326
"Peripheral vascular disease","1","[55,60)",639,184234,0.00346841516766721
"Memory and cognitive problems","0","[60,65)",1761,168738,0.0104362976922803
"Memory and cognitive problems","1","[55,60)",952,184234,0.00516734153305036
"Peripheral vascular disease","0","[40,45)",112,172657,0.000648684964988387
"Osteoporosis","0","[70,75)",1680,133029,0.0126288252937329
"Ischaemic heart disease","1","[45,50)",569,206166,0.00275991191564079
"Fragility fracture","1","[60,65)",2921,172121,0.0169706195060452
"Hypotension / syncope","1","[80,120]",14473,233184,0.0620668656511596
"Diabetes","1","[65,70)",17127,168324,0.101750196050474
"Fragility fracture","1","[55,60)",2035,184234,0.0110457353148713
"Memory and cognitive problems","1","[40,45)",233,187171,0.0012448509651602
"Osteoporosis","1","[40,45)",717,187171,0.00383072163957023
"Diabetes","0","[40,45)",5734,172657,0.0332103534753876
"Heart failure","1","[50,55)",327,206433,0.00158404906192324
"Osteoporosis","1","[70,75)",9217,142086,0.0648691637459004
"Urinary system disease","1","[65,70)",9877,168324,0.0586785009861933
"Fragility fracture","0","[70,75)",1092,133029,0.00820873644092641
"Urinary system disease","1","[75,80)",9657,120407,0.0802029782321626
"Heart failure","0","[70,75)",3342,133029,0.025122341745033
"Urinary incontinence","0","[65,70)",983,164562,0.00597343250568175
"Peptic ulcer","1","[55,60)",283,184234,0.00153608997253493
"Osteoporosis","1","[60,65)",7126,172121,0.0414011073605196
"Urinary system disease","1","[55,60)",8614,184234,0.0467557562664872
"Heart failure","0","[75,80)",3888,105382,0.0368943462830464
"Cerebrovascular disease","0","[80,120]",14603,151396,0.0964556527253032
"Urinary system disease","0","[40,45)",5606,172657,0.0324689992296866
"Hypotension / syncope","0","[60,65)",3102,168738,0.0183835294954308
"Hypotension / syncope","1","[50,55)",3010,206433,0.0145810020684677
"Heart failure","1","[70,75)",1741,142086,0.0122531424630154
"Housebound","0","[65,70)",9641,164562,0.0585858217571493
"Anaemia and haematinic deficiency","0","[80,120]",14998,151396,0.0990647044836059
"Requirement for care","1","[80,120]",13042,233184,0.055930080966104
"Chronic kidney disease","1","[65,70)",27794,168324,0.16512202656781
"Housebound","1","[80,120]",106920,233184,0.458522025524907
"Chronic kidney disease","1","[55,60)",22457,184234,0.12189389580642
"Chronic kidney disease","0","[55,60)",21942,179077,0.122528297883034
"Chronic kidney disease","0","[65,70)",28223,164562,0.171503749346751
"Foot problems","0","[60,65)",229,168738,0.0013571335443113
"Visual impairment","0","[55,60)",4297,179077,0.0239952646068451
"Housebound","1","[60,65)",8316,172121,0.0483148482753412
"Polypharmacy","0","[70,75)",504,133029,0.00378864758811988
"Chronic kidney disease","1","[40,45)",15269,187171,0.0815778085280305
"Chronic kidney disease","0","[70,75)",27131,133029,0.203948011335874
"Chronic kidney disease","0","[80,120]",46966,151396,0.310219556659357
"Chronic kidney disease","1","[75,80)",29668,120407,0.246397634689013
"Anaemia and haematinic deficiency","1","[75,80)",7834,120407,0.06506266246979
"Chronic kidney disease","0","[60,65)",24243,168738,0.143672438928991
"Housebound","0","[75,80)",16490,105382,0.156478335958703
"Falls","1","[80,120]",40504,233184,0.173699739261699
"Visual impairment","1","[80,120]",34823,233184,0.149337004254151
"Anaemia and haematinic deficiency","1","[65,70)",5389,168324,0.0320156365105392
"Thyroid disease","0","[80,120]",4166,151396,0.0275172395571878
"Falls","1","[65,70)",6486,168324,0.0385328295430242
"Anaemia and haematinic deficiency","0","[65,70)",5112,164562,0.0310642797243592
"Cerebrovascular disease","1","[40,45)",517,187171,0.00276218003857435
"Housebound","0","[40,45)",1834,172657,0.0106222163016848
"Anaemia and haematinic deficiency","1","[50,55)",7589,206433,0.0367625331221268
"Visual impairment","0","[80,120]",21927,151396,0.144832095960263
"Thyroid disease","1","[65,70)",8430,168324,0.0500819847437086
"Visual impairment","1","[45,50)",3276,206166,0.0158901079712465
"Urinary system disease","1","[70,75)",9644,142086,0.0678743859352786
"Cerebrovascular disease","0","[70,75)",6341,133029,0.0476662983259289
"Falls","0","[55,60)",2310,179077,0.0128994789950692
"Activity limitation","0","[75,80)",1944,105382,0.0184471731415232
"Foot problems","0","[80,120]",592,151396,0.00391027504029169
"Falls","1","[75,80)",10525,120407,0.0874118614366274
"Foot problems","1","[75,80)",342,120407,0.00284036642387901
"Polypharmacy","1","[75,80)",689,120407,0.00572225867266853
"Thyroid disease","1","[50,55)",7689,206433,0.0372469517954978
"Atrial fibrillation","1","[75,80)",6037,120407,0.050138280996952
"Housebound","0","[50,55)",3599,194439,0.0185096611276544
"Social vulnerability","1","[80,120]",8152,233184,0.0349595169479896
"Falls","1","[70,75)",7827,142086,0.0550863561505004
"Thyroid disease","1","[45,50)",6474,206166,0.0314018800384156
"Activity limitation","1","[45,50)",367,206166,0.00178011893328677
"Falls","1","[60,65)",5342,172121,0.0310363058546023
"Falls","0","[75,80)",5846,105382,0.0554743694369057
"Social vulnerability","0","[55,60)",986,179077,0.0055060113805793
"Atrial fibrillation","0","[45,50)",817,191151,0.00427410790422232
"Falls","0","[40,45)",1372,172657,0.00794639082110775
"Foot problems","1","[55,60)",209,184234,0.00113442687017597
"Housebound","1","[45,50)",4182,206166,0.0202846250109135
"Visual impairment","1","[60,65)",6528,172121,0.0379268073041639
"Requirement for care","0","[65,70)",1047,164562,0.00636234367593977
"Hearing impairment","1","[70,75)",7349,142086,0.0517221964162549
"Falls","0","[50,55)",2126,194439,0.0109340204382866
"Urinary incontinence","0","[80,120]",4401,151396,0.0290694602235198
"Activity limitation","1","[65,70)",1197,168324,0.00711128537819919
"Weight loss and anorexia","1","[70,75)",2849,142086,0.020051236575032
"Foot problems","1","[65,70)",259,168324,0.00153869917539982
"Anaemia and haematinic deficiency","1","[70,75)",6614,142086,0.0465492729755219
"Atrial fibrillation","1","[60,65)",1562,172121,0.00907501118399266
"Weight loss and anorexia","1","[60,65)",2053,172121,0.0119276555446459
"Anaemia and haematinic deficiency","0","[60,65)",3865,168738,0.0229053325273501
"Activity limitation","0","[60,65)",807,168738,0.00478256231554244
"Thyroid disease","1","[40,45)",4925,187171,0.0263128369245236
"Polypharmacy","1","[60,65)",314,172121,0.00182429802290249
"Social vulnerability","0","[45,50)",789,191151,0.00412762684997724
"Social vulnerability","0","[80,120]",4439,151396,0.0293204576078628
"Social vulnerability","1","[75,80)",2295,120407,0.0190603536339249
"Urinary incontinence","1","[50,55)",5113,206433,0.0247683267694603
"Weight loss and anorexia","0","[55,60)",1789,179077,0.00999011598362715
"Atrial fibrillation","0","[75,80)",7654,105382,0.07263099960145
"Polypharmacy","0","[75,80)",602,105382,0.00571255053045112
"Heart failure","1","[75,80)",2499,120407,0.0207546072902738
"Memory and cognitive problems","1","[45,50)",432,206166,0.00209539885335118
"Polypharmacy","0","[55,60)",208,179077,0.00116151152856034
"Urinary system disease","1","[40,45)",7689,187171,0.0410800818502866
"Weight loss and anorexia","1","[50,55)",1748,206433,0.00846763841052545
"Anaemia and haematinic deficiency","1","[60,65)",4472,172121,0.0259817221605731
"Mobility and transfer problems","1","[75,80)",2819,120407,0.0234122600845466
"Hearing impairment","0","[40,45)",2681,172657,0.0155278963494095
"Activity limitation","1","[50,55)",469,206433,0.00227192357811009
"Requirement for care","0","[45,50)",775,191151,0.00405438632285471
"Polypharmacy","0","[65,70)",369,164562,0.00224231596601889
"Heart failure","0","[55,60)",1336,179077,0.00746047789498372
"Activity limitation","1","[55,60)",601,184234,0.00326215573672612
"Urinary incontinence","1","[80,120]",10694,233184,0.0458607794702896
"Osteoporosis","0","[60,65)",1168,168738,0.00692197371072313
"Mobility and transfer problems","1","[70,75)",1742,142086,0.0122601804540912
"Dizziness","1","[65,70)",14337,168324,0.0851750196050474
"Hearing impairment","0","[50,55)",4136,194439,0.021271452743534
"Mobility and transfer problems","1","[80,120]",11335,233184,0.0486096816248113
"Polypharmacy","1","[50,55)",187,206433,0.000905862919203809
"Anaemia and haematinic deficiency","0","[50,55)",2203,194439,0.011330031526597
"Foot problems","1","[45,50)",168,206166,0.000814877331858793
"Heart failure","1","[60,65)",739,172121,0.00429349120676733
"Anaemia and haematinic deficiency","0","[45,50)",1533,191151,0.00801983771991776
"Atrial fibrillation","0","[50,55)",1393,194439,0.00716420059761673
"Activity limitation","1","[40,45)",214,187171,0.00114333951306559
"Mobility and transfer problems","1","[50,55)",572,206433,0.00277087481168224
"Atrial fibrillation","1","[50,55)",518,206433,0.00250928872806189
"Dizziness","1","[70,75)",13562,142086,0.0954492349703701
"Dizziness","1","[40,45)",11008,187171,0.0588125297188133
"Dizziness","1","[50,55)",13307,206433,0.0644615928654818
"Dyspnoea","0","[55,60)",7951,179077,0.0443998950172272
"Peptic ulcer","1","[80,120]",1031,233184,0.00442140112529161
"Parkinsonism and tremor","0","[80,120]",3746,151396,0.0247430579407646
"Parkinsonism and tremor","1","[45,50)",672,206166,0.00325950932743517
"Heart valve disease","0","[80,120]",1849,151396,0.0122130043065867
"Sleep disturbance","0","[45,50)",4723,191151,0.02470821497141
"Mobility and transfer problems","1","[60,65)",1022,172121,0.00593768337390557
"Parkinsonism and tremor","1","[80,120]",4134,233184,0.0177284890901606
"Sleep disturbance","1","[75,80)",4899,120407,0.0406870032473195
"Dizziness","0","[50,55)",6086,194439,0.031300304979968
"Hypotension / syncope","1","[65,70)",3529,168324,0.0209655188802547
"Dyspnoea","1","[70,75)",14820,142086,0.104303027743761
"Sleep disturbance","1","[40,45)",5733,187171,0.0306297449925469
"Dyspnoea","0","[45,50)",4690,191151,0.0245355765860498
"Sleep disturbance","1","[55,60)",6724,184234,0.036497063517049
"Sleep disturbance","0","[80,120]",6064,151396,0.0400538983856905
"Sleep disturbance","1","[70,75)",5036,142086,0.0354433230578664
"Dyspnoea","1","[55,60)",8583,184234,0.0465874919938774
"Parkinsonism and tremor","1","[55,60)",865,184234,0.00469511599379051
"Sleep disturbance","1","[65,70)",5698,168324,0.0338513818587961
"Sleep disturbance","0","[70,75)",3629,133029,0.0272797660660457
"Parkinsonism and tremor","0","[75,80)",2383,105382,0.0226129699569186
"Urinary incontinence","0","[60,65)",686,168738,0.00406547428557883
"Mobility and transfer problems","0","[70,75)",1543,133029,0.0115989746596607
"Hypotension / syncope","1","[40,45)",2508,187171,0.0133995116764883
"Sleep disturbance","0","[40,45)",4190,172657,0.0242677678866191
"Mobility and transfer problems","1","[55,60)",739,184234,0.00401120314382796
"Sleep disturbance","1","[45,50)",6838,206166,0.0331674475907764
"Atrial fibrillation","1","[55,60)",908,184234,0.00492851482353963
"Peptic ulcer","1","[65,70)",395,168324,0.00234666476557116
"Peptic ulcer","0","[65,70)",519,164562,0.00315382652131112
"Parkinsonism and tremor","0","[45,50)",507,191151,0.00265235337508043
"Parkinsonism and tremor","0","[70,75)",2104,133029,0.0158161002488179
"Hypotension / syncope","0","[40,45)",1603,172657,0.00928430356139629
"Urinary incontinence","0","[55,60)",501,179077,0.0027976792106189
"Parkinsonism and tremor","1","[40,45)",574,187171,0.00306671439485818
"Heart valve disease","1","[70,75)",447,142086,0.00314598201089481
"Heart valve disease","0","[70,75)",629,133029,0.00472829232723692
"Urinary incontinence","0","[40,45)",216,172657,0.00125103528962046
"Heart valve disease","1","[65,70)",257,168324,0.00152681732848554
"Fragility fracture","0","[50,55)",695,194439,0.00357438579708803
"Heart valve disease","1","[55,60)",74,184234,0.000401663102358957
"Heart valve disease","1","[50,55)",62,206433,0.000300339577490033
"Foot problems","0","[55,60)",167,179077,0.000932559736872965
"Peptic ulcer","1","[40,45)",140,187171,0.000747979120697117
"Heart valve disease","1","[45,50)",25,206166,0.000121261507717082
