"category","is_female","age_group","total","n","prop"
"Foot problems","1","[45,50)",22,14635,0.0015032456440041
"Requirement for care","1","[50,55)",16,17563,0.000911006092353243
"Activity limitation","1","[65,70)",21,22599,0.000929244656843223
"Memory and cognitive problems","1","[50,55)",29,17563,0.00165119854239025
"Activity limitation","1","[70,75)",3,5684,0.000527797325826882
"Activity limitation","1","[50,55)",7,17563,0.000398565165404544
"Memory and cognitive problems","1","[40,45)",3,7159,0.000419052940354798
"Peptic ulcer","0","[45,50)",18,11440,0.00157342657342657
"Heart valve disease","1","[60,65)",15,27399,0.000547465235957517
"Ischaemic heart disease","1","[40,45)",12,7159,0.00167621176141919
"Activity limitation","1","[55,60)",9,20464,0.000439796716184519
"Parkinsonism and tremor","0","[45,50)",15,11440,0.00131118881118881
"Peripheral vascular disease","0","[45,50)",25,11440,0.00218531468531469
"Parkinsonism and tremor","1","[45,50)",29,14635,0.00198155107618722
"Urinary incontinence","0","[50,55)",18,12800,0.00140625
"Mobility and transfer problems","0","[40,45)",6,6031,0.000994859890565412
"Skin ulcer","0","[40,45)",5,6031,0.00082904990880451
"Heart failure","1","[70,75)",33,5684,0.00580577058409571
"Atrial fibrillation","0","[40,45)",14,6031,0.00232133974465263
"Mobility and transfer problems","1","[70,75)",36,5684,0.00633356790992259
"Foot problems","1","[40,45)",4,7159,0.000558737253806398
"Mobility and transfer problems","0","[70,75)",24,5525,0.00434389140271493
"Heart valve disease","0","[45,50)",5,11440,0.000437062937062937
"Atrial fibrillation","1","[50,55)",37,17563,0.00210670158856687
"Memory and cognitive problems","1","[45,50)",22,14635,0.0015032456440041
"Memory and cognitive problems","0","[40,45)",6,6031,0.000994859890565412
"Fragility fracture","1","[40,45)",26,7159,0.00363179214974158
"Heart valve disease","0","[55,60)",12,15449,0.000776749304162082
"Foot problems","0","[50,55)",13,12800,0.001015625
"Polypharmacy","0","[40,45)",2,6031,0.000331619963521804
"Ischaemic heart disease","0","[40,45)",33,6031,0.00547172939810977
"Peripheral vascular disease","1","[40,45)",13,7159,0.00181589607487079
"Heart failure","1","[40,45)",2,7159,0.000279368626903199
"Activity limitation","0","[55,60)",10,15449,0.000647291086801735
"Heart failure","1","[45,50)",6,14635,0.000409976084728391
"Heart valve disease","1","[55,60)",13,20464,0.000635261923377639
"Peripheral vascular disease","0","[40,45)",3,6031,0.000497429945282706
"Heart valve disease","1","[45,50)",3,14635,0.000204988042364195
"Skin ulcer","1","[40,45)",5,7159,0.000698421567257997
"Requirement for care","0","[55,60)",10,15449,0.000647291086801735
"Requirement for care","0","[45,50)",8,11440,0.000699300699300699
"Heart valve disease","0","[50,55)",8,12800,0.000625
"Activity limitation","1","[40,45)",1,7159,0.000139684313451599
"Activity limitation","0","[70,75)",8,5525,0.00144796380090498
"Peptic ulcer","1","[40,45)",7,7159,0.000977790194161196
"Polypharmacy","0","[70,75)",5,5525,0.000904977375565611
"Polypharmacy","1","[70,75)",2,5684,0.000351864883884588
"Requirement for care","1","[55,60)",13,20464,0.000635261923377639
"Parkinsonism and tremor","1","[40,45)",6,7159,0.000838105880709596
"Polypharmacy","1","[40,45)",3,7159,0.000419052940354798
"Activity limitation","0","[50,55)",5,12800,0.000390625
"Polypharmacy","0","[60,65)",6,21827,0.000274888899069959
"Requirement for care","1","[70,75)",5,5684,0.000879662209711471
"Foot problems","0","[40,45)",2,6031,0.000331619963521804
"Heart valve disease","1","[50,55)",1,17563,0.0000569378807720777
"Heart valve disease","1","[40,45)",1,7159,0.000139684313451599
"Activity limitation","0","[40,45)",1,6031,0.000165809981760902
