"category","is_female","age_group","total","n","prop"
"Chronic kidney disease","1","[75,80)",6371,31970,0.199280575539568
"Housebound","0","[60,65)",941,46881,0.0200720974381946
"Falls","0","[75,80)",2597,29396,0.0883453531092666
"Visual impairment","1","[80,120]",11990,64298,0.186475473576161
"Housebound","1","[65,70)",1590,41309,0.0384904016073979
"Chronic kidney disease","0","[70,75)",5339,36252,0.14727463312369
"Social vulnerability","1","[70,75)",1110,37439,0.0296482277838617
"Anaemia and haematinic deficiency","0","[40,45)",605,56050,0.0107939339875112
"Falls","0","[80,120]",7889,43290,0.182236082236082
"Weight loss and anorexia","0","[80,120]",2377,43290,0.0549087549087549
"Visual impairment","1","[60,65)",1716,43894,0.0390941814370985
"Atrial fibrillation","1","[75,80)",2254,31970,0.0705035971223022
"Cerebrovascular disease","0","[75,80)",2395,29396,0.0814736698870595
"Falls","1","[65,70)",1965,41309,0.0475683265148031
"Cerebrovascular disease","1","[60,65)",822,43894,0.0187269330660227
"Housebound","0","[55,60)",657,52084,0.0126142385377467
"Visual impairment","0","[65,70)",2279,43151,0.0528145350049825
"Anaemia and haematinic deficiency","0","[75,80)",3061,29396,0.104129813580079
"Anaemia and haematinic deficiency","1","[55,60)",2191,48163,0.0454913522828727
"Atrial fibrillation","1","[70,75)",1559,37439,0.0416410694730094
"Polypharmacy","0","[70,75)",90,36252,0.00248262164846077
"Anaemia and haematinic deficiency","1","[40,45)",3197,51159,0.062491448230028
"Thyroid disease","1","[75,80)",2664,31970,0.0833281201126056
"Falls","0","[45,50)",447,56112,0.00796621043627032
"Cerebrovascular disease","1","[65,70)",1155,41309,0.0279600087148079
"Requirement for care","1","[60,65)",311,43894,0.00708525083154873
"Chronic kidney disease","1","[50,55)",3704,53701,0.068974506992421
"Thyroid disease","1","[80,120]",5756,64298,0.0895206693831846
"Anaemia and haematinic deficiency","0","[45,50)",767,56112,0.0136690903906473
"Social vulnerability","1","[75,80)",1447,31970,0.0452611823584611
"Thyroid disease","1","[70,75)",2951,37439,0.0788215497208793
"Thyroid disease","1","[50,55)",2736,53701,0.0509487719036889
"Social vulnerability","0","[50,55)",743,56983,0.0130389765368619
"Anaemia and haematinic deficiency","1","[45,50)",3537,51796,0.0682871264190285
"Requirement for care","0","[50,55)",297,56983,0.00521208079602689
"Social vulnerability","0","[65,70)",842,43151,0.0195128733980673
"Weight loss and anorexia","0","[45,50)",492,56112,0.00876817792985458
"Falls","0","[70,75)",1958,36252,0.0540108131965133
"Social vulnerability","1","[80,120]",4860,64298,0.0755855547606457
"Weight loss and anorexia","0","[65,70)",843,43151,0.0195360478320317
"Social vulnerability","0","[80,120]",2558,43290,0.0590898590898591
"Falls","0","[60,65)",912,46881,0.0194535099507263
"Memory and cognitive problems","0","[50,55)",222,56983,0.00389589877682818
"Thyroid disease","1","[40,45)",1897,51159,0.0370804745987998
"Cerebrovascular disease","1","[50,55)",528,53701,0.00983221913930839
"Visual impairment","0","[50,55)",1004,56983,0.0176192899636734
"Requirement for care","1","[70,75)",534,37439,0.0142632014743984
"Anaemia and haematinic deficiency","0","[60,65)",1720,46881,0.0366886371877733
"Requirement for care","0","[75,80)",817,29396,0.0277928969927881
"Urinary incontinence","0","[65,70)",242,43151,0.005608213019397
"Weight loss and anorexia","0","[75,80)",1090,29396,0.0370798748128997
"Heart failure","1","[50,55)",143,53701,0.00266289268356269
"Foot problems","1","[65,70)",95,41309,0.00229974097654264
"Atrial fibrillation","1","[80,120]",8318,64298,0.129366387757006
"Polypharmacy","0","[45,50)",14,56112,0.000249500998003992
"Requirement for care","0","[40,45)",180,56050,0.0032114183764496
"Atrial fibrillation","0","[60,65)",1266,46881,0.0270045434184424
"Foot problems","1","[80,120]",575,64298,0.00894273538834801
"Activity limitation","0","[80,120]",381,43290,0.0088011088011088
"Visual impairment","0","[55,60)",1356,52084,0.0260348667537056
"Dizziness","0","[75,80)",2113,29396,0.0718805279629882
"Requirement for care","0","[45,50)",237,56112,0.00422369546621044
"Cerebrovascular disease","0","[50,55)",694,56983,0.0121790709509854
"Urinary system disease","1","[50,55)",2260,53701,0.0420848773765852
"Falls","1","[50,55)",1085,53701,0.0202044654661924
"Thyroid disease","1","[45,50)",2253,51796,0.0434975673797204
"Urinary system disease","0","[40,45)",1393,56050,0.0248528099910794
"Hearing impairment","1","[75,80)",2463,31970,0.0770409759149202
"Memory and cognitive problems","1","[70,75)",1172,37439,0.0313042549213387
"Heart failure","0","[70,75)",1265,36252,0.0348946265033653
"Anaemia and haematinic deficiency","0","[65,70)",2212,43151,0.0512618479293643
"Activity limitation","0","[70,75)",172,36252,0.00474456581705837
"Atrial fibrillation","0","[75,80)",3172,29396,0.107905837528915
"Requirement for care","1","[75,80)",921,31970,0.0288082577416328
"Falls","0","[55,60)",714,52084,0.013708624529606
"Heart failure","1","[65,70)",464,41309,0.0112324190854293
"Atrial fibrillation","1","[65,70)",897,41309,0.0217143963785132
"Dizziness","0","[65,70)",2071,43151,0.0479942527403768
"Dizziness","1","[80,120]",7023,64298,0.109225792404118
"Urinary system disease","1","[70,75)",2447,37439,0.0653596517000988
"Activity limitation","1","[80,120]",458,64298,0.00712308314411024
"Urinary incontinence","0","[80,120]",1441,43290,0.0332871332871333
"Thyroid disease","0","[60,65)",772,46881,0.0164672255284657
"Activity limitation","1","[60,65)",99,43894,0.00225543354444799
"Urinary system disease","1","[55,60)",2077,48163,0.0431243900919793
"Atrial fibrillation","0","[70,75)",2637,36252,0.0727408142999007
"Hearing impairment","1","[45,50)",844,51796,0.0162946945710093
"Thyroid disease","0","[75,80)",868,29396,0.0295278269152266
"Dizziness","1","[65,70)",3144,41309,0.0761093224236849
"Requirement for care","0","[55,60)",302,52084,0.00579832578143
"Heart failure","0","[50,55)",369,56983,0.00647561553445765
"Requirement for care","1","[65,70)",374,41309,0.00905371710765209
"Visual impairment","0","[40,45)",577,56050,0.0102943800178412
"Weight loss and anorexia","1","[45,50)",575,51796,0.011101243339254
"Housebound","0","[50,55)",525,56983,0.00921327413439096
"Thyroid disease","0","[40,45)",428,56050,0.00763603925066905
"Social vulnerability","1","[45,50)",600,51796,0.0115839060931346
"Polypharmacy","1","[70,75)",100,37439,0.00267101151205962
"Urinary incontinence","1","[45,50)",1049,51796,0.0202525291528303
"Polypharmacy","1","[75,80)",168,31970,0.00525492649358774
"Housebound","1","[45,50)",487,51796,0.00940227044559425
"Requirement for care","1","[50,55)",274,53701,0.00510232584123201
"Thyroid disease","0","[65,70)",883,43151,0.0204630251906097
"Activity limitation","0","[55,60)",90,52084,0.00172797788188311
"Cerebrovascular disease","1","[40,45)",187,51159,0.0036552708223382
"Osteoporosis","1","[60,65)",2072,43894,0.0472046293343054
"Dizziness","1","[50,55)",3209,53701,0.0597568015493194
"Memory and cognitive problems","0","[60,65)",492,46881,0.0104946566839445
"Foot problems","1","[55,60)",84,48163,0.00174407740381621
"Activity limitation","0","[50,55)",52,56983,0.000912552866644438
"Foot problems","1","[75,80)",154,31970,0.00481701595245543
"Cerebrovascular disease","0","[55,60)",980,52084,0.0188157591582828
"Polypharmacy","0","[60,65)",51,46881,0.00108786075382351
"Weight loss and anorexia","1","[60,65)",692,43894,0.0157652526541213
"Cerebrovascular disease","1","[55,60)",671,48163,0.0139318564042938
"Osteoporosis","0","[80,120]",1462,43290,0.0337722337722338
"Visual impairment","1","[40,45)",564,51159,0.0110244531753944
"Heart failure","1","[70,75)",625,37439,0.0166938219503726
"Mobility and transfer problems","1","[70,75)",815,37439,0.0217687438232859
"Weight loss and anorexia","1","[40,45)",475,51159,0.0092847788267949
"Hearing impairment","0","[40,45)",691,56050,0.012328278322926
"Foot problems","1","[60,65)",78,43894,0.00177700824714084
"Heart failure","0","[45,50)",210,56112,0.00374251497005988
"Requirement for care","1","[40,45)",161,51159,0.00314705134971364
"Polypharmacy","0","[65,70)",59,43151,0.00136729160390257
"Dizziness","0","[60,65)",1807,46881,0.0385443996501781
"Hearing impairment","0","[45,50)",833,56112,0.0148453093812375
"Heart failure","1","[40,45)",33,51159,0.00064504779217733
"Activity limitation","0","[75,80)",190,29396,0.00646346441692747
"Hearing impairment","1","[40,45)",687,51159,0.0134287222189644
"Requirement for care","1","[45,50)",191,51796,0.00368754343964785
"Urinary incontinence","0","[70,75)",405,36252,0.0111717974180735
"Dizziness","1","[70,75)",3109,37439,0.0830417479099335
"Mobility and transfer problems","1","[65,70)",535,41309,0.012951172867898
"Osteoporosis","0","[55,60)",296,52084,0.00568312725597112
"Polypharmacy","1","[65,70)",82,41309,0.0019850395797526
"Foot problems","0","[75,80)",143,29396,0.00486460742958226
"Dizziness","1","[45,50)",2897,51796,0.0559309599196849
"Mobility and transfer problems","0","[55,60)",262,52084,0.00503033561170417
"Urinary incontinence","1","[65,70)",976,41309,0.0236268125590065
"Mobility and transfer problems","1","[75,80)",1162,31970,0.0363465749139819
"Dyspnoea","1","[65,70)",3454,41309,0.0836137403471399
"Dyspnoea","1","[80,120]",9956,64298,0.154841519176335
"Fragility fracture","0","[70,75)",357,36252,0.00984773253889441
"Dyspnoea","1","[70,75)",3846,37439,0.102727102753813
"Dizziness","0","[40,45)",1175,56050,0.0209634255129349
"Peptic ulcer","0","[75,80)",262,29396,0.00891277724860525
"Peptic ulcer","0","[60,65)",200,46881,0.00426612060322945
"Parkinsonism and tremor","1","[75,80)",627,31970,0.0196121363778542
"Dyspnoea","0","[75,80)",4046,29396,0.137637773846782
"Sleep disturbance","1","[45,50)",1313,51796,0.0253494478338096
"Parkinsonism and tremor","1","[80,120]",1397,64298,0.0217269588478646
"Dyspnoea","1","[75,80)",4080,31970,0.127619643415702
"Dyspnoea","0","[60,65)",2998,46881,0.0639491478424095
"Heart valve disease","0","[80,120]",787,43290,0.0181797181797182
"Dyspnoea","0","[70,75)",3981,36252,0.109814630916915
"Parkinsonism and tremor","0","[65,70)",514,43151,0.0119116590577275
"Hypotension / syncope","0","[55,60)",739,52084,0.0141886183856847
"Mobility and transfer problems","0","[65,70)",552,43151,0.0127922875483766
"Peripheral vascular disease","1","[65,70)",189,41309,0.0045752741533322
"Sleep disturbance","1","[80,120]",2259,64298,0.0351332856387446
"Atrial fibrillation","0","[40,45)",133,56050,0.0023728813559322
"Parkinsonism and tremor","1","[50,55)",168,53701,0.00312843336250722
"Sleep disturbance","0","[40,45)",948,56050,0.0169134701159679
"Dyspnoea","1","[60,65)",2919,43894,0.0665011163256937
"Peptic ulcer","0","[40,45)",99,56050,0.00176628010704728
"Peptic ulcer","0","[45,50)",109,56112,0.00194254348445965
"Hypotension / syncope","1","[40,45)",737,51159,0.014406067358627
"Dyspnoea","0","[40,45)",1149,56050,0.0204995539696699
"Sleep disturbance","0","[60,65)",837,46881,0.0178537147245153
"Hypotension / syncope","1","[45,50)",731,51796,0.014113058923469
"Sleep disturbance","1","[75,80)",997,31970,0.0311854863934939
"Sleep disturbance","0","[55,60)",935,52084,0.0179517702173412
"Peripheral vascular disease","1","[55,60)",68,48163,0.00141187218404169
"Atrial fibrillation","1","[55,60)",320,48163,0.00664410439549031
"Hypotension / syncope","1","[55,60)",781,48163,0.0162157672902435
"Heart valve disease","1","[80,120]",985,64298,0.0153192945348222
"Peptic ulcer","1","[55,60)",122,48163,0.00253306480078068
"Osteoporosis","0","[60,65)",370,46881,0.00789232311597449
"Osteoporosis","0","[40,45)",58,56050,0.00103479036574487
"Parkinsonism and tremor","0","[60,65)",384,46881,0.00819095155820055
"Dyspnoea","0","[45,50)",1417,56112,0.0252530652979755
"Urinary incontinence","1","[55,60)",1028,48163,0.0213441853705126
"Parkinsonism and tremor","0","[55,60)",231,52084,0.00443514323016665
"Osteoporosis","1","[45,50)",366,51796,0.00706618271681211
"Mobility and transfer problems","1","[60,65)",361,43894,0.00822435868228004
"Sleep disturbance","1","[70,75)",1008,37439,0.0269237960415609
"Fragility fracture","0","[60,65)",274,46881,0.00584458522642435
"Fragility fracture","1","[50,55)",338,53701,0.00629410997932999
"Fragility fracture","0","[55,60)",238,52084,0.00456954150986867
"Fragility fracture","0","[75,80)",524,29396,0.0178255544972105
"Dizziness","0","[45,50)",1187,56112,0.021154120330767
"Memory and cognitive problems","0","[40,45)",97,56050,0.00173059768064228
"Peptic ulcer","0","[65,70)",265,43151,0.00614122500057936
"Parkinsonism and tremor","1","[55,60)",207,48163,0.0042979050308328
"Mobility and transfer problems","0","[70,75)",712,36252,0.019640295707823
"Peptic ulcer","0","[70,75)",270,36252,0.00744786494538232
"Parkinsonism and tremor","0","[40,45)",85,56050,0.00151650312221231
"Hypotension / syncope","0","[40,45)",406,56050,0.00724353256021409
"Mobility and transfer problems","1","[40,45)",91,51159,0.00177876815418597
"Foot problems","1","[40,45)",45,51159,0.000879610625696358
"Peptic ulcer","1","[45,50)",91,51796,0.00175689242412542
"Urinary incontinence","0","[50,55)",142,56983,0.00249197128968289
"Peptic ulcer","1","[40,45)",56,51159,0.00109462655642213
"Activity limitation","0","[45,50)",47,56112,0.000837610493299116
"Heart valve disease","0","[50,55)",33,56983,0.000579120088447432
"Heart valve disease","1","[45,50)",10,51796,0.000193065101552243
"Heart valve disease","0","[40,45)",7,56050,0.000124888492417484
