"category","is_female","age_group","total","n","prop"
"CVA","1","[45,50)",408,206166,0.00197898780594278
"Anemia","1","[55,60)",2358,184234,0.0127989404778705
"CAD","0","[50,55)",2339,194439,0.012029479682574
"Dementia","1","[50,55)",1739,206433,0.00842404072992206
"Thyroid","0","[55,60)",1085,179077,0.0060588461946537
"Thyroid","0","[45,50)",940,191151,0.00491757824965603
"HF","1","[45,50)",111,206166,0.000538401094263846
"CVA","1","[70,75)",1860,142086,0.0130906634010388
"CAD","1","[65,70)",1828,168324,0.0108600080796559
"Osteo","0","[80,120]",2089,151396,0.0137982509445428
"CVA","0","[50,55)",831,194439,0.00427383395306497
"Kidney","0","[55,60)",2147,179077,0.0119892560183608
"Vision","0","[50,55)",892,194439,0.00458755702302522
"CAD","1","[60,65)",1415,172121,0.00822096083569117
"Anxiety","0","[80,120]",1153,151396,0.00761578905651404
"Kidney","0","[45,50)",1028,191151,0.0053779472772834
"Liver","0","[45,50)",757,191151,0.00396021993084002
"AFIB","0","[55,60)",1514,179077,0.0084544637223094
"Hearing","0","[45,50)",1961,191151,0.0102589052633782
"Osteo","0","[65,70)",637,164562,0.00387088149147434
"Liver","1","[80,120]",376,233184,0.00161246054617813
"Liver","1","[50,55)",762,206433,0.00369127029108718
"Liver","0","[80,120]",277,151396,0.00182963882797432
"PerNeuro","0","[70,75)",229,133029,0.00172142916206241
"Muscular","1","[65,70)",996,168324,0.00591715976331361
"HF","0","[60,65)",1115,168738,0.00660787730090436
"AFIB","0","[45,50)",571,191151,0.00298716721335489
"PD","1","[40,45)",607,187171,0.0032430237590225
"PerNeuro","1","[75,80)",152,120407,0.00126238507727956
"Liver","1","[40,45)",342,187171,0.00182720613770296
"HF","1","[50,55)",192,206433,0.000930083852872361
"HF","0","[45,50)",269,191151,0.00140726441399731
"HF","0","[40,45)",129,172657,0.000747146075745553
"PerNeuro","0","[55,60)",158,179077,0.000882302026502566
